JourneyRef,DistanceMade,RecordedAt
2022-08-16-53379550,17734,2022-08-16 23:31:11
2022-08-16-53379550,18157,2022-08-16 23:31:26
2022-08-16-53379550,18577,2022-08-16 23:31:41
2022-08-16-53379550,18998,2022-08-16 23:31:56
2022-08-16-53379550,19408,2022-08-16 23:32:11
2022-08-16-53379550,19815,2022-08-16 23:32:27
2022-08-16-53379550,20029,2022-08-16 23:32:41
2022-08-16-53379550,20085,2022-08-16 23:32:48
2022-08-16-53379550,20151,2022-08-16 23:33:09
2022-08-16-53379550,20152,2022-08-16 23:33:21
2022-08-16-53379550,20159,2022-08-16 23:33:45
2022-08-16-53379550,20164,2022-08-16 23:34:00
2022-08-16-53379550,20179,2022-08-16 23:34:59
2022-08-16-53379550,20179,2022-08-16 23:35:58
2022-08-16-53379550,20179,2022-08-16 23:36:57
2022-08-16-53379550,20179,2022-08-16 23:37:56
2022-08-16-53379550,20379,2022-08-16 23:38:40
2022-08-16-53379550,20724,2022-08-16 23:38:55
2022-08-16-53379550,21147,2022-08-16 23:39:11
2022-08-16-53379550,21514,2022-08-16 23:39:25
2022-08-16-53379550,21931,2022-08-16 23:39:41
2022-08-16-53379550,22310,2022-08-16 23:39:55
2022-08-16-53379550,22747,2022-08-16 23:40:11
2022-08-16-53379550,23164,2022-08-16 23:40:26
2022-08-16-53379550,23542,2022-08-16 23:40:40
2022-08-16-53379550,23963,2022-08-16 23:40:56
2022-08-16-53379550,24345,2022-08-16 23:41:10
2022-08-16-53379550,24742,2022-08-16 23:41:25
2022-08-16-53379550,25201,2022-08-16 23:41:41
2022-08-16-53379550,25589,2022-08-16 23:41:55
2022-08-16-53379550,26035,2022-08-16 23:42:11
2022-08-16-53379550,26439,2022-08-16 23:42:25
2022-08-16-53379550,26913,2022-08-16 23:42:41
2022-08-16-53379550,27311,2022-08-16 23:42:55
2022-08-16-53379550,27741,2022-08-16 23:43:11
2022-08-16-53379550,28089,2022-08-16 23:43:25
2022-08-16-53379550,28489,2022-08-16 23:43:40
2022-08-16-53379550,28963,2022-08-16 23:43:56
2022-08-16-53379550,29320,2022-08-16 23:44:10
2022-08-16-53379550,29699,2022-08-16 23:44:25
2022-08-16-53379550,30113,2022-08-16 23:44:41
2022-08-16-53379550,30509,2022-08-16 23:44:55
2022-08-16-53379550,30932,2022-08-16 23:45:10
2022-08-16-53379550,31373,2022-08-16 23:45:25
2022-08-16-53379550,31829,2022-08-16 23:45:40
2022-08-16-53379550,32299,2022-08-16 23:45:55
2022-08-16-53379550,32782,2022-08-16 23:46:11
2022-08-16-53379550,33186,2022-08-16 23:46:25
2022-08-16-53379550,33606,2022-08-16 23:46:40
2022-08-16-53379550,34021,2022-08-16 23:46:55
2022-08-16-53379550,34438,2022-08-16 23:47:10
2022-08-16-53379550,34856,2022-08-16 23:47:25
2022-08-16-53379550,35271,2022-08-16 23:47:40
2022-08-16-53379550,35694,2022-08-16 23:47:55
2022-08-16-53379550,36119,2022-08-16 23:48:10
2022-08-16-53379550,36517,2022-08-16 23:48:25
2022-08-16-53379550,36960,2022-08-16 23:48:40
2022-08-16-53379550,37379,2022-08-16 23:48:55
2022-08-16-53379550,37821,2022-08-16 23:49:11
2022-08-16-53379550,38209,2022-08-16 23:49:25
2022-08-16-53379550,38657,2022-08-16 23:49:41
2022-08-16-53379550,39015,2022-08-16 23:49:55
2022-08-16-53379550,39456,2022-08-16 23:50:10
2022-08-16-53379550,39877,2022-08-16 23:50:25
2022-08-16-53379550,40297,2022-08-16 23:50:40
2022-08-16-53379550,40606,2022-08-16 23:50:51
2022-08-16-53379550,41157,2022-08-16 23:51:10
2022-08-16-53379550,41605,2022-08-16 23:51:26
2022-08-16-53379550,41999,2022-08-16 23:51:40
2022-08-16-53379550,42826,2022-08-16 23:52:10
2022-08-16-53379550,43269,2022-08-16 23:52:26
2022-08-16-53379550,43649,2022-08-16 23:52:41
2022-08-16-53379550,44038,2022-08-16 23:52:55
2022-08-16-53379550,44461,2022-08-16 23:53:11
2022-08-16-53379550,44849,2022-08-16 23:53:25
2022-08-16-53379550,45275,2022-08-16 23:53:41
2022-08-16-53379550,45635,2022-08-16 23:53:55
2022-08-16-53379550,46064,2022-08-16 23:54:11
2022-08-16-53379550,46484,2022-08-16 23:54:26
2022-08-16-53379550,46901,2022-08-16 23:54:40
2022-08-16-53379550,47321,2022-08-16 23:54:55
2022-08-16-53379550,47736,2022-08-16 23:55:11
2022-08-16-53379550,48182,2022-08-16 23:55:26
2022-08-16-53379550,48569,2022-08-16 23:55:40
2022-08-16-53379550,48985,2022-08-16 23:55:55
2022-08-16-53379550,49404,2022-08-16 23:56:10
2022-08-16-53379550,49794,2022-08-16 23:56:25
2022-08-16-53379550,50239,2022-08-16 23:56:40
2022-08-16-53379550,50656,2022-08-16 23:56:55
2022-08-16-53379550,51071,2022-08-16 23:57:10
2022-08-16-53379550,51489,2022-08-16 23:57:25
2022-08-16-53379550,51907,2022-08-16 23:57:40
2022-08-16-53379550,52324,2022-08-16 23:57:55
2022-08-16-53379550,52572,2022-08-16 23:58:05
2022-08-16-53379550,53139,2022-08-16 23:58:25
2022-08-16-53379550,53504,2022-08-16 23:58:40
2022-08-16-53379550,53884,2022-08-16 23:58:55
2022-08-16-53379550,54319,2022-08-16 23:59:10
2022-08-16-53379550,54704,2022-08-16 23:59:25
2022-08-16-53379550,55116,2022-08-16 23:59:40
2022-08-16-53379550,55529,2022-08-16 23:59:55
2022-08-16-53379550,55952,2022-08-17 00:00:10
2022-08-16-53379550,56369,2022-08-17 00:00:25
2022-08-16-53379550,56784,2022-08-17 00:00:41
2022-08-16-53379550,57195,2022-08-17 00:00:56
2022-08-16-53379550,57589,2022-08-17 00:01:10
2022-08-16-53379550,58004,2022-08-17 00:01:25
2022-08-16-53379550,58414,2022-08-17 00:01:40
2022-08-16-53379550,58754,2022-08-17 00:01:55
2022-08-16-53379550,59034,2022-08-17 00:02:10
2022-08-16-53379550,59359,2022-08-17 00:02:26
2022-08-16-53379550,59644,2022-08-17 00:02:40
2022-08-16-53379550,59954,2022-08-17 00:02:55
2022-08-16-53379550,60284,2022-08-17 00:03:10
2022-08-16-53379550,60604,2022-08-17 00:03:26
2022-08-16-53379550,60914,2022-08-17 00:03:40
2022-08-16-53379550,61224,2022-08-17 00:03:55
2022-08-16-53379550,61584,2022-08-17 00:04:10
2022-08-16-53379550,61919,2022-08-17 00:04:25
2022-08-16-53379550,62249,2022-08-17 00:04:40
2022-08-16-53379550,62579,2022-08-17 00:04:55
2022-08-16-53379550,62879,2022-08-17 00:05:10
2022-08-16-53379550,63174,2022-08-17 00:05:25
2022-08-16-53379550,63509,2022-08-17 00:05:40
2022-08-16-53379550,63809,2022-08-17 00:05:55
2022-08-16-53379550,64149,2022-08-17 00:06:10
2022-08-16-53379550,64464,2022-08-17 00:06:25
2022-08-16-53379550,64758,2022-08-17 00:06:41
2022-08-16-53379550,65321,2022-08-17 00:06:46
2022-08-16-53379550,65321,2022-08-17 00:07:06
2022-08-16-53379550,65556,2022-08-17 00:07:24
2022-08-16-53379550,65916,2022-08-17 00:07:39
2022-08-16-53379550,66271,2022-08-17 00:07:54
2022-08-16-53379550,66645,2022-08-17 00:08:10
2022-08-16-53379550,66645,2022-08-17 00:08:23
2022-08-16-53379550,66645,2022-08-17 00:08:52
2022-08-16-53379550,66825,2022-08-17 00:09:54
2022-08-16-53379550,66952,2022-08-17 00:10:06
2022-08-16-53379550,67217,2022-08-17 00:10:22
2022-08-16-53379550,67217,2022-08-17 00:10:29
2022-08-16-53379550,67217,2022-08-17 00:10:57
2022-08-16-53379550,67297,2022-08-17 00:11:20
2022-08-16-53379550,67496,2022-08-17 00:11:36
2022-08-16-53379550,67496,2022-08-17 00:12:34
2022-08-16-53379550,67496,2022-08-17 00:12:54
2022-08-16-53379550,67506,2022-08-17 00:13:37
2022-08-16-53379550,67531,2022-08-17 00:13:55
2022-08-16-53379550,67551,2022-08-17 00:14:08
2022-08-16-53379550,67586,2022-08-17 00:15:06
2022-08-16-53379550,67596,2022-08-17 00:16:04
2022-08-16-53379550,67701,2022-08-17 00:16:23
2022-08-16-53379550,67806,2022-08-17 00:16:34
2022-08-16-53379550,68014,2022-08-17 00:16:54
2022-08-16-53379550,68014,2022-08-17 00:17:42
2022-08-16-53379550,68014,2022-08-17 00:18:18
2022-08-16-53379550,68084,2022-08-17 00:19:01
2022-08-16-53379550,68215,2022-08-17 00:19:23
2022-08-16-53379550,68342,2022-08-17 00:19:37
2022-08-16-53379550,68342,2022-08-17 00:20:07
2022-08-16-53379550,68377,2022-08-17 00:20:26
2022-08-16-53379550,68425,2022-08-17 00:21:11
2022-08-16-53379550,68477,2022-08-17 00:21:21
2022-08-16-53379550,68587,2022-08-17 00:21:37
2022-08-16-53379550,68697,2022-08-17 00:21:51
2022-08-16-53379550,68762,2022-08-17 00:22:40
2022-08-16-53379550,68841,2022-08-17 00:22:46
2022-08-16-53379550,68841,2022-08-17 00:23:44
2022-08-16-53379550,68886,2022-08-17 00:24:26
2022-08-16-53379550,68936,2022-08-17 00:24:33
2022-08-16-53379550,68996,2022-08-17 00:24:42
2022-08-16-53379550,69091,2022-08-17 00:25:19
2022-08-16-53379550,69265,2022-08-17 00:25:39
2022-08-16-53379550,69265,2022-08-17 00:26:25
2022-08-16-53379550,69265,2022-08-17 00:26:35
2022-08-16-53379550,69365,2022-08-17 00:27:07
2022-08-16-53379550,69525,2022-08-17 00:27:24
2022-08-16-53379550,69679,2022-08-17 00:27:41
2022-08-16-53379550,69679,2022-08-17 00:27:47
2022-08-16-53379550,69809,2022-08-17 00:28:07
2022-08-16-53379550,69874,2022-08-17 00:28:12
2022-08-16-53379550,69924,2022-08-17 00:28:48
2022-08-16-53379550,69924,2022-08-17 00:29:12
2022-08-16-53379550,70174,2022-08-17 00:29:22
2022-08-16-53379550,70399,2022-08-17 00:29:38
2022-08-16-53379550,70596,2022-08-17 00:29:54
2022-08-16-53379550,70639,2022-08-17 00:30:04
2022-08-16-53379550,70649,2022-08-17 00:30:47
2022-08-16-53379550,70669,2022-08-17 00:31:01
2022-08-16-53379550,70874,2022-08-17 00:31:26
2022-08-16-53379550,70989,2022-08-17 00:31:38
2022-08-16-53379551,176,2022-08-16 23:34:11
2022-08-16-53379551,286,2022-08-16 23:34:24
2022-08-16-53379551,485,2022-08-16 23:34:36
2022-08-16-53379551,575,2022-08-16 23:34:53
2022-08-16-53379551,627,2022-08-16 23:35:08
2022-08-16-53379551,795,2022-08-16 23:35:23
2022-08-16-53379551,1000,2022-08-16 23:35:38
2022-08-16-53379551,1120,2022-08-16 23:35:49
2022-08-16-53379551,1275,2022-08-16 23:36:08
2022-08-16-53379551,1451,2022-08-16 23:36:23
2022-08-16-53379551,1645,2022-08-16 23:36:38
2022-08-16-53379551,1847,2022-08-16 23:36:53
2022-08-16-53379551,2045,2022-08-16 23:37:08
2022-08-16-53379551,2244,2022-08-16 23:37:21
2022-08-16-53379551,2244,2022-08-16 23:37:41
2022-08-16-53379551,2289,2022-08-16 23:37:48
2022-08-16-53379551,2404,2022-08-16 23:38:04
2022-08-16-53379551,2635,2022-08-16 23:38:21
2022-08-16-53379551,2635,2022-08-16 23:38:36
2022-08-16-53379551,2730,2022-08-16 23:38:56
2022-08-16-53379551,2916,2022-08-16 23:38:58
2022-08-16-53379551,2916,2022-08-16 23:39:17
2022-08-16-53379551,2916,2022-08-16 23:39:38
2022-08-16-53379551,3217,2022-08-16 23:39:56
2022-08-16-53379551,3217,2022-08-16 23:40:03
2022-08-16-53379551,3257,2022-08-16 23:40:22
2022-08-16-53379551,3372,2022-08-16 23:40:37
2022-08-16-53379551,3487,2022-08-16 23:40:53
2022-08-16-53379551,3657,2022-08-16 23:41:11
2022-08-16-53379551,3768,2022-08-16 23:41:23
2022-08-16-53379551,3928,2022-08-16 23:41:37
2022-08-16-53379551,3928,2022-08-16 23:41:50
2022-08-16-53379551,4124,2022-08-16 23:42:04
2022-08-16-53379551,4124,2022-08-16 23:42:21
2022-08-16-53379551,4124,2022-08-16 23:42:37
2022-08-16-53379551,4139,2022-08-16 23:43:35
2022-08-16-53379551,4254,2022-08-16 23:43:54
2022-08-16-53379551,4364,2022-08-16 23:44:11
2022-08-16-53379551,4419,2022-08-16 23:44:20
2022-08-16-53379551,4529,2022-08-16 23:44:34
2022-08-16-53379551,4704,2022-08-16 23:44:55
2022-08-16-53379551,4788,2022-08-16 23:45:07
2022-08-16-53379551,4923,2022-08-16 23:45:23
2022-08-16-53379551,4978,2022-08-16 23:45:32
2022-08-16-53379551,5170,2022-08-16 23:46:10
2022-08-16-53379551,5170,2022-08-16 23:46:18
2022-08-16-53379551,5170,2022-08-16 23:46:38
2022-08-16-53379551,5300,2022-08-16 23:46:56
2022-08-16-53379551,5480,2022-08-16 23:47:11
2022-08-16-53379551,5535,2022-08-16 23:47:18
2022-08-16-53379551,5615,2022-08-16 23:47:39
2022-08-16-53379551,5765,2022-08-16 23:47:53
2022-08-16-53379551,5978,2022-08-16 23:48:08
2022-08-16-53379551,6040,2022-08-16 23:48:13
2022-08-16-53379551,6095,2022-08-16 23:48:54
2022-08-16-53379551,6155,2022-08-16 23:49:26
2022-08-16-53379551,6284,2022-08-16 23:49:41
2022-08-16-53379551,6339,2022-08-16 23:50:10
2022-08-16-53379551,6394,2022-08-16 23:50:17
2022-08-16-53379551,6454,2022-08-16 23:50:40
2022-08-16-53379551,6564,2022-08-16 23:50:52
2022-08-16-53379551,6729,2022-08-16 23:51:07
2022-08-16-53379551,6900,2022-08-16 23:51:25
2022-08-16-53379551,7019,2022-08-16 23:51:39
2022-08-16-53379551,7079,2022-08-16 23:52:03
2022-08-16-53379551,7079,2022-08-16 23:52:44
2022-08-16-53379551,7114,2022-08-16 23:53:01
2022-08-16-53379551,7169,2022-08-16 23:53:13
2022-08-16-53379551,7224,2022-08-16 23:53:28
2022-08-16-53379551,7274,2022-08-16 23:53:45
2022-08-16-53379551,7274,2022-08-16 23:54:26
2022-08-16-53379551,7327,2022-08-16 23:54:50
2022-08-16-53379551,7499,2022-08-16 23:55:09
2022-08-16-53379551,7609,2022-08-16 23:55:21
2022-08-16-53379551,7724,2022-08-16 23:55:29
2022-08-16-53379551,7724,2022-08-16 23:55:42
2022-08-16-53379551,7724,2022-08-16 23:56:40
2022-08-16-53379551,7724,2022-08-16 23:56:46
2022-08-16-53379551,7904,2022-08-16 23:57:07
2022-08-16-53379551,8104,2022-08-16 23:57:22
2022-08-16-53379551,8359,2022-08-16 23:57:42
2022-08-16-53379551,8534,2022-08-16 23:57:52
2022-08-16-53379551,8794,2022-08-16 23:58:07
2022-08-16-53379551,9064,2022-08-16 23:58:22
2022-08-16-53379551,9419,2022-08-16 23:58:42
2022-08-16-53379551,9584,2022-08-16 23:58:52
2022-08-16-53379551,9939,2022-08-16 23:59:12
2022-08-16-53379551,10124,2022-08-16 23:59:22
2022-08-16-53379551,10529,2022-08-16 23:59:42
2022-08-16-53379551,10739,2022-08-16 23:59:52
2022-08-16-53379551,11119,2022-08-17 00:00:07
2022-08-16-53379551,11554,2022-08-17 00:00:22
2022-08-16-53379551,12069,2022-08-17 00:00:42
2022-08-16-53379551,12414,2022-08-17 00:00:57
2022-08-16-53379551,12644,2022-08-17 00:01:07
2022-08-16-53379551,12979,2022-08-17 00:01:22
2022-08-16-53379551,13314,2022-08-17 00:01:37
2022-08-16-53379551,13539,2022-08-17 00:01:45
2022-08-16-53379551,14174,2022-08-17 00:02:13
2022-08-16-53379551,14409,2022-08-17 00:02:22
2022-08-16-53379551,14784,2022-08-17 00:02:37
2022-08-16-53379551,15284,2022-08-17 00:02:57
2022-08-16-53379551,15544,2022-08-17 00:03:07
2022-08-16-53379551,15934,2022-08-17 00:03:22
2022-08-16-53379551,16349,2022-08-17 00:03:37
2022-08-16-53379551,16749,2022-08-17 00:03:52
2022-08-16-53379551,17114,2022-08-17 00:04:07
2022-08-16-53379551,17459,2022-08-17 00:04:22
2022-08-16-53379551,17814,2022-08-17 00:04:37
2022-08-16-53379551,18209,2022-08-17 00:04:52
2022-08-16-53379551,18604,2022-08-17 00:05:07
2022-08-16-53379551,18999,2022-08-17 00:05:22
2022-08-16-53379551,19524,2022-08-17 00:05:42
2022-08-16-53379551,19754,2022-08-17 00:05:52
2022-08-16-53379551,20124,2022-08-17 00:06:07
2022-08-16-53379551,20494,2022-08-17 00:06:22
2022-08-16-53379551,20834,2022-08-17 00:06:37
2022-08-16-53379551,21219,2022-08-17 00:06:52
2022-08-16-53379551,21589,2022-08-17 00:07:07
2022-08-16-53379551,21969,2022-08-17 00:07:22
2022-08-16-53379551,22354,2022-08-17 00:07:37
2022-08-16-53379551,22729,2022-08-17 00:07:52
2022-08-16-53379551,23239,2022-08-17 00:08:12
2022-08-16-53379551,23494,2022-08-17 00:08:22
2022-08-16-53379551,23884,2022-08-17 00:08:37
2022-08-16-53379551,24269,2022-08-17 00:08:52
2022-08-16-53379551,24634,2022-08-17 00:09:07
2022-08-16-53379551,25004,2022-08-17 00:09:22
2022-08-16-53379551,25424,2022-08-17 00:09:37
2022-08-16-53379551,25834,2022-08-17 00:09:52
2022-08-16-53379551,26244,2022-08-17 00:10:07
2022-08-16-53379551,26634,2022-08-17 00:10:22
2022-08-16-53379551,27034,2022-08-17 00:10:37
2022-08-16-53379551,27434,2022-08-17 00:10:52
2022-08-16-53379551,27979,2022-08-17 00:11:12
2022-08-16-53379551,28239,2022-08-17 00:11:22
2022-08-16-53379551,28629,2022-08-17 00:11:37
2022-08-16-53379551,28984,2022-08-17 00:11:52
2022-08-16-53379551,29334,2022-08-17 00:12:07
2022-08-16-53379551,29704,2022-08-17 00:12:22
2022-08-16-53379551,30219,2022-08-17 00:12:42
2022-08-16-53379551,30479,2022-08-17 00:12:52
2022-08-16-53379551,30889,2022-08-17 00:13:07
2022-08-16-53379551,31284,2022-08-17 00:13:22
2022-08-16-53379551,31659,2022-08-17 00:13:37
2022-08-16-53379551,32044,2022-08-17 00:13:52
2022-08-16-53379551,32549,2022-08-17 00:14:12
2022-08-16-53379551,32809,2022-08-17 00:14:22
2022-08-16-53379551,33329,2022-08-17 00:14:42
2022-08-16-53379551,33579,2022-08-17 00:14:52
2022-08-16-53379551,33964,2022-08-17 00:15:07
2022-08-16-53379551,34384,2022-08-17 00:15:22
2022-08-16-53379551,34794,2022-08-17 00:15:37
2022-08-16-53379551,35174,2022-08-17 00:15:52
2022-08-16-53379551,35594,2022-08-17 00:16:07
2022-08-16-53379551,35999,2022-08-17 00:16:22
2022-08-16-53379551,36379,2022-08-17 00:16:37
2022-08-16-53379551,36744,2022-08-17 00:16:52
2022-08-16-53379551,37234,2022-08-17 00:17:12
2022-08-16-53379551,37489,2022-08-17 00:17:22
2022-08-16-53379551,37874,2022-08-17 00:17:37
2022-08-16-53379551,38244,2022-08-17 00:17:52
2022-08-16-53379551,38609,2022-08-17 00:18:07
2022-08-16-53379551,38989,2022-08-17 00:18:22
2022-08-16-53379551,39509,2022-08-17 00:18:42
2022-08-16-53379551,39759,2022-08-17 00:18:52
2022-08-16-53379551,40154,2022-08-17 00:19:07
2022-08-16-53379551,40544,2022-08-17 00:19:22
2022-08-16-53379551,41064,2022-08-17 00:19:42
2022-08-16-53379551,41324,2022-08-17 00:19:52
2022-08-16-53379551,41864,2022-08-17 00:20:12
2022-08-16-53379551,42129,2022-08-17 00:20:22
2022-08-16-53379551,42529,2022-08-17 00:20:37
2022-08-16-53379551,42924,2022-08-17 00:20:52
2022-08-16-53379551,43324,2022-08-17 00:21:07
2022-08-16-53379551,43749,2022-08-17 00:21:22
2022-08-16-53379551,44164,2022-08-17 00:21:37
2022-08-16-53379551,44584,2022-08-17 00:21:52
2022-08-16-53379551,44994,2022-08-17 00:22:07
2022-08-16-53379551,45389,2022-08-17 00:22:22
2022-08-16-53379551,45754,2022-08-17 00:22:37
2022-08-16-53379551,46094,2022-08-17 00:22:52
2022-08-16-53379551,46469,2022-08-17 00:23:07
2022-08-16-53379551,46954,2022-08-17 00:23:27
2022-08-16-53379551,47209,2022-08-17 00:23:37
2022-08-16-53379551,47619,2022-08-17 00:23:51
2022-08-16-53379551,48049,2022-08-17 00:24:07
2022-08-16-53379551,48469,2022-08-17 00:24:22
2022-08-16-53379551,48889,2022-08-17 00:24:37
2022-08-16-53379551,49304,2022-08-17 00:24:52
2022-08-16-53379551,49719,2022-08-17 00:25:07
2022-08-16-53379551,50139,2022-08-17 00:25:22
2022-08-16-53379551,50554,2022-08-17 00:25:37
2022-08-16-53379551,50969,2022-08-17 00:25:52
2022-08-16-53379551,51524,2022-08-17 00:26:12
2022-08-16-53379551,51799,2022-08-17 00:26:22
2022-08-16-53379551,52199,2022-08-17 00:26:37
2022-08-16-53379551,52619,2022-08-17 00:26:52
2022-08-16-53379551,53867,2022-08-17 00:27:38
2022-08-16-53379551,55057,2022-08-17 00:28:22
2022-08-16-53379551,55479,2022-08-17 00:28:37
2022-08-16-53379551,55891,2022-08-17 00:28:52
2022-08-16-53379551,56414,2022-08-17 00:29:12
2022-08-16-53379551,56674,2022-08-17 00:29:22
2022-08-16-53379551,57064,2022-08-17 00:29:37
2022-08-16-53379551,57454,2022-08-17 00:29:52
2022-08-16-53379551,57919,2022-08-17 00:30:12
2022-08-16-53379551,58289,2022-08-17 00:30:27
2022-08-16-53379551,58534,2022-08-17 00:30:37
2022-08-16-53379551,59049,2022-08-17 00:30:57
2022-08-16-53379551,59309,2022-08-17 00:31:07
2022-08-16-53379551,59664,2022-08-17 00:31:22
2022-08-16-53379551,60024,2022-08-17 00:31:37
2022-08-16-53379551,60419,2022-08-17 00:31:52
2022-08-16-53379551,60789,2022-08-17 00:32:07
2022-08-16-53379551,61274,2022-08-17 00:32:27
2022-08-16-53379551,61544,2022-08-17 00:32:37
2022-08-16-53379551,61849,2022-08-17 00:32:52
2022-08-16-53379551,62204,2022-08-17 00:33:12
2022-08-16-53379551,62444,2022-08-17 00:33:22
2022-08-16-53379551,62799,2022-08-17 00:33:37
2022-08-16-53379551,63169,2022-08-17 00:33:52
2022-08-16-53379551,63519,2022-08-17 00:34:07
2022-08-16-53379551,64019,2022-08-17 00:34:27
2022-08-16-53379551,64274,2022-08-17 00:34:37
2022-08-16-53379551,64674,2022-08-17 00:34:52
2022-08-16-53379551,65179,2022-08-17 00:35:12
2022-08-16-53379551,65419,2022-08-17 00:35:22
2022-08-16-53379551,65764,2022-08-17 00:35:37
2022-08-16-53379551,66064,2022-08-17 00:35:52
2022-08-16-53379551,66384,2022-08-17 00:36:07
2022-08-16-53379551,66729,2022-08-17 00:36:22
2022-08-16-53379551,66969,2022-08-17 00:36:32
2022-08-16-53379551,67394,2022-08-17 00:36:52
2022-08-16-53379551,65321,2022-08-17 00:37:03
2022-08-16-53379551,65356,2022-08-17 00:37:25
2022-08-16-53379551,65605,2022-08-17 00:37:40
2022-08-16-53379551,65950,2022-08-17 00:37:55
2022-08-16-53379551,66300,2022-08-17 00:38:10
2022-08-16-53379551,66555,2022-08-17 00:38:25
2022-08-16-53379551,66645,2022-08-17 00:38:39
2022-08-16-53379551,66645,2022-08-17 00:38:49
2022-08-16-53379551,66675,2022-08-17 00:39:23
2022-08-16-53379551,66789,2022-08-17 00:39:38
2022-08-16-53379551,66960,2022-08-17 00:39:55
2022-08-16-53379551,67020,2022-08-17 00:40:09
2022-08-16-53379551,67217,2022-08-17 00:40:21
2022-08-16-53379551,67217,2022-08-17 00:40:55
2022-08-16-53379551,67342,2022-08-17 00:41:23
2022-08-16-53379551,67496,2022-08-17 00:41:38
2022-08-16-53379551,67501,2022-08-17 00:42:36
2022-08-16-53379551,67557,2022-08-17 00:43:19
2022-08-16-53379551,67566,2022-08-17 00:43:32
2022-08-16-53379551,67576,2022-08-17 00:44:17
2022-08-16-53379551,67606,2022-08-17 00:45:16
2022-08-16-53379551,67659,2022-08-17 00:45:38
2022-08-16-53379551,67846,2022-08-17 00:45:56
2022-08-16-53379551,67893,2022-08-17 00:46:02
2022-08-16-53379551,68014,2022-08-17 00:46:24
2022-08-16-53379551,68014,2022-08-17 00:47:00
2022-08-16-53379551,68044,2022-08-17 00:47:51
2022-08-16-53379551,68099,2022-08-17 00:47:59
2022-08-16-53379551,68152,2022-08-17 00:48:25
2022-08-16-53379551,68270,2022-08-17 00:48:39
2022-08-16-53379551,68342,2022-08-17 00:48:53
2022-08-16-53379551,68342,2022-08-17 00:49:51
2022-08-16-53379551,68342,2022-08-17 00:50:06
2022-08-16-53379551,68392,2022-08-17 00:50:23
2022-08-16-53379551,68448,2022-08-17 00:50:36
2022-08-16-53379551,68616,2022-08-17 00:50:55
2022-08-16-53379551,68732,2022-08-17 00:51:07
2022-08-16-53379551,68841,2022-08-17 00:51:22
2022-08-16-53379551,68881,2022-08-17 00:52:11
2022-08-16-53379551,69001,2022-08-17 00:52:23
2022-08-16-53379551,69056,2022-08-17 00:53:09
2022-08-16-53379551,69171,2022-08-17 00:53:22
2022-08-16-53379551,69265,2022-08-17 00:53:25
2022-08-16-53379551,69265,2022-08-17 00:53:51
2022-08-16-53379551,69283,2022-08-17 00:54:11
2022-08-16-53379551,69330,2022-08-17 00:54:20
2022-08-16-53379551,69545,2022-08-17 00:54:42
2022-08-16-53379551,69679,2022-08-17 00:54:48
2022-08-16-53379551,69679,2022-08-17 00:55:19
2022-08-16-53379551,69734,2022-08-17 00:55:32
2022-08-16-53379551,69864,2022-08-17 00:56:24
2022-08-16-53379551,69984,2022-08-17 00:56:38
2022-08-16-53379551,70024,2022-08-17 00:57:36
2022-08-16-53379551,70174,2022-08-17 00:57:54
2022-08-16-53379551,70399,2022-08-17 00:58:10
2022-08-16-53379551,70579,2022-08-17 00:58:22
2022-08-16-53379551,70679,2022-08-17 00:58:36
2022-08-16-53379551,70954,2022-08-17 00:58:53
2022-08-16-53379551,71074,2022-08-17 00:59:04
2022-08-16-53379551,71099,2022-08-17 00:59:10
2022-08-16-55945785,180,2022-08-16 00:00:53
2022-08-16-55945785,485,2022-08-16 00:01:08
2022-08-16-55945785,485,2022-08-16 00:01:19
2022-08-16-55945785,580,2022-08-16 00:01:54
2022-08-16-55945785,755,2022-08-16 00:02:09
2022-08-16-55945785,840,2022-08-16 00:02:14
2022-08-16-55945785,1060,2022-08-16 00:02:32
2022-08-16-55945785,1075,2022-08-16 00:03:02
2022-08-16-55945785,1075,2022-08-16 00:03:31
2022-08-16-55945785,1190,2022-08-16 00:03:52
2022-08-16-55945785,1385,2022-08-16 00:04:06
2022-08-16-55945785,1590,2022-08-16 00:04:21
2022-08-16-55945785,1905,2022-08-16 00:04:41
2022-08-16-55945785,2244,2022-08-16 00:04:54
2022-08-16-55945785,2244,2022-08-16 00:05:09
2022-08-16-55945785,2379,2022-08-16 00:05:27
2022-08-16-55945785,2429,2022-08-16 00:05:34
2022-08-16-55945785,2635,2022-08-16 00:05:54
2022-08-16-55945785,2710,2022-08-16 00:06:10
2022-08-16-55945785,2916,2022-08-16 00:06:28
2022-08-16-55945785,2931,2022-08-16 00:06:53
2022-08-16-55945785,3031,2022-08-16 00:07:07
2022-08-16-55945785,3217,2022-08-16 00:07:22
2022-08-16-55945785,3282,2022-08-16 00:07:38
2022-08-16-55945785,3382,2022-08-16 00:07:54
2022-08-16-55945785,3437,2022-08-16 00:08:08
2022-08-16-55945785,3597,2022-08-16 00:08:23
2022-08-16-55945785,3752,2022-08-16 00:08:40
2022-08-16-55945785,3928,2022-08-16 00:08:46
2022-08-16-55945785,3928,2022-08-16 00:09:07
2022-08-16-55945785,4124,2022-08-16 00:09:26
2022-08-16-55945785,4124,2022-08-16 00:09:38
2022-08-16-55945785,4124,2022-08-16 00:10:36
2022-08-16-55945785,4164,2022-08-16 00:10:54
