JourneyRef,DistanceMade,RecordedAt
2022-08-18-53379596,64128,2022-08-18 20:02:36
2022-08-18-53379596,64279,2022-08-18 20:02:54
2022-08-18-53379596,64444,2022-08-18 20:03:10
2022-08-18-53379596,64557,2022-08-18 20:03:26
2022-08-18-53379596,65321,2022-08-18 20:03:41
2022-08-18-53379596,65321,2022-08-18 20:04:08
2022-08-18-53379596,65411,2022-08-18 20:04:27
2022-08-18-53379596,65521,2022-08-18 20:04:40
2022-08-18-53379596,65576,2022-08-18 20:04:48
2022-08-18-53379596,65691,2022-08-18 20:05:09
2022-08-18-53379596,65741,2022-08-18 20:05:18
2022-08-18-53379596,65796,2022-08-18 20:05:28
2022-08-18-53379596,65851,2022-08-18 20:05:45
2022-08-18-53379596,65951,2022-08-18 20:06:08
2022-08-18-53379596,66056,2022-08-18 20:06:27
2022-08-18-53379596,66108,2022-08-18 20:06:36
2022-08-18-53379596,66260,2022-08-18 20:06:55
2022-08-18-53379596,66368,2022-08-18 20:07:07
2022-08-18-53379596,66645,2022-08-18 20:07:25
2022-08-18-53379596,66645,2022-08-18 20:07:34
2022-08-18-53379596,66645,2022-08-18 20:08:23
2022-08-18-53379596,66745,2022-08-18 20:09:16
2022-08-18-53379596,66760,2022-08-18 20:09:49
2022-08-18-53379596,66808,2022-08-18 20:10:06
2022-08-18-53379596,66860,2022-08-18 20:10:22
2022-08-18-53379596,66910,2022-08-18 20:10:36
2022-08-18-53379596,66955,2022-08-18 20:11:35
2022-08-18-53379596,67003,2022-08-18 20:11:46
2022-08-18-53379596,67217,2022-08-18 20:12:06
2022-08-18-53379596,67217,2022-08-18 20:12:22
2022-08-18-53379596,67252,2022-08-18 20:12:36
2022-08-18-53379596,67496,2022-08-18 20:12:54
2022-08-18-53379596,67496,2022-08-18 20:13:22
2022-08-18-53379596,67496,2022-08-18 20:14:20
2022-08-18-53379596,67496,2022-08-18 20:14:46
2022-08-18-53379596,67536,2022-08-18 20:15:11
2022-08-18-53379596,67586,2022-08-18 20:15:46
2022-08-18-53379596,67586,2022-08-18 20:16:10
2022-08-18-53379596,67631,2022-08-18 20:16:55
2022-08-18-53379596,67730,2022-08-18 20:17:08
2022-08-18-53379596,67842,2022-08-18 20:17:23
2022-08-18-53379596,68014,2022-08-18 20:17:37
2022-08-18-53379596,68014,2022-08-18 20:17:51
2022-08-18-53379596,68014,2022-08-18 20:17:58
2022-08-18-53379596,68054,2022-08-18 20:18:58
2022-08-18-53379596,68155,2022-08-18 20:19:52
2022-08-18-53379596,68342,2022-08-18 20:20:06
2022-08-18-53379596,68342,2022-08-18 20:20:24
2022-08-18-53379596,68342,2022-08-18 20:20:48
2022-08-18-53379596,68437,2022-08-18 20:21:11
2022-08-18-53379596,68492,2022-08-18 20:21:22
2022-08-18-53379596,68522,2022-08-18 20:21:49
2022-08-18-53379596,68522,2022-08-18 20:22:21
2022-08-18-53379596,68567,2022-08-18 20:23:10
2022-08-18-53379596,68672,2022-08-18 20:23:26
2022-08-18-53379596,68841,2022-08-18 20:23:37
2022-08-18-53379596,68841,2022-08-18 20:24:36
2022-08-18-53379596,68841,2022-08-18 20:25:34
2022-08-18-53379596,68841,2022-08-18 20:26:33
2022-08-18-53379596,68841,2022-08-18 20:26:54
2022-08-18-53379596,68891,2022-08-18 20:27:33
2022-08-18-53379596,68981,2022-08-18 20:27:54
2022-08-18-53379596,68986,2022-08-18 20:28:42
2022-08-18-53379596,69029,2022-08-18 20:29:42
2022-08-18-53379596,69089,2022-08-18 20:30:00
2022-08-18-53379596,69126,2022-08-18 20:30:58
2022-08-18-53379596,69265,2022-08-18 20:31:22
2022-08-18-53379596,69265,2022-08-18 20:31:40
2022-08-18-53379596,69265,2022-08-18 20:32:38
2022-08-18-53379596,69315,2022-08-18 20:32:59
2022-08-18-53379596,69360,2022-08-18 20:33:23
2022-08-18-53379596,69370,2022-08-18 20:33:53
2022-08-18-53379596,69386,2022-08-18 20:34:52
2022-08-18-53379596,69433,2022-08-18 20:35:45
2022-08-18-53379596,69480,2022-08-18 20:36:31
2022-08-18-53379596,69532,2022-08-18 20:37:06
2022-08-18-53379596,69585,2022-08-18 20:37:21
2022-08-18-53379596,69679,2022-08-18 20:37:29
2022-08-18-53379596,69679,2022-08-18 20:38:19
2022-08-18-53379596,69679,2022-08-18 20:39:18
2022-08-18-53379596,69679,2022-08-18 20:39:52
2022-08-18-53379596,69839,2022-08-18 20:40:53
2022-08-18-53379596,69902,2022-08-18 20:41:00
2022-08-18-53379596,69914,2022-08-18 20:41:59
2022-08-18-53379596,69974,2022-08-18 20:42:26
2022-08-18-53379596,70174,2022-08-18 20:42:37
2022-08-18-53379596,70399,2022-08-18 20:42:53
2022-08-18-53379596,70399,2022-08-18 20:43:06
2022-08-18-53379596,70544,2022-08-18 20:43:56
2022-08-18-53379596,70644,2022-08-18 20:44:08
2022-08-18-53379596,70727,2022-08-18 20:44:22
2022-08-18-53379596,70892,2022-08-18 20:44:41
2022-08-18-53379599,94,2022-08-18 19:45:10
2022-08-18-53379599,147,2022-08-18 19:45:19
2022-08-18-53379599,485,2022-08-18 19:45:38
2022-08-18-53379599,485,2022-08-18 19:45:47
2022-08-18-53379599,507,2022-08-18 19:46:12
2022-08-18-53379599,561,2022-08-18 19:46:21
2022-08-18-53379599,616,2022-08-18 19:46:37
2022-08-18-53379599,855,2022-08-18 19:46:56
2022-08-18-53379599,1046,2022-08-18 19:47:09
2022-08-18-53379599,1099,2022-08-18 19:47:17
2022-08-18-53379599,1117,2022-08-18 19:48:15
2022-08-18-53379599,1117,2022-08-18 19:49:13
2022-08-18-53379599,1117,2022-08-18 19:50:13
2022-08-18-53379599,1117,2022-08-18 19:51:12
2022-08-18-53379599,1117,2022-08-18 19:52:11
2022-08-18-53379599,1117,2022-08-18 19:53:10
2022-08-18-53379599,1117,2022-08-18 19:54:09
2022-08-18-53379599,1197,2022-08-18 19:54:39
2022-08-18-53379599,1301,2022-08-18 19:54:55
2022-08-18-53379599,1495,2022-08-18 19:55:10
2022-08-18-53379599,1735,2022-08-18 19:55:25
2022-08-18-53379599,1906,2022-08-18 19:55:35
2022-08-18-53379599,2244,2022-08-18 19:55:44
2022-08-18-53379599,2244,2022-08-18 19:55:58
2022-08-18-53379599,2340,2022-08-18 19:56:24
2022-08-18-53379599,2458,2022-08-18 19:56:36
2022-08-18-53379599,2635,2022-08-18 19:56:54
2022-08-18-53379599,2916,2022-08-18 19:57:12
2022-08-18-53379599,2916,2022-08-18 19:57:36
2022-08-18-53379599,3314,2022-08-18 19:58:35
2022-08-18-53379599,3217,2022-08-18 20:01:53
2022-08-18-53379599,4124,2022-08-18 20:02:07
2022-08-18-53379599,4124,2022-08-18 20:02:37
2022-08-18-53379599,4124,2022-08-18 20:02:58
2022-08-18-53379599,4198,2022-08-18 20:03:25
2022-08-18-53379599,4227,2022-08-18 20:03:32
2022-08-18-53379599,4227,2022-08-18 20:04:22
2022-08-18-53379599,4227,2022-08-18 20:04:34
2022-08-18-53379599,4333,2022-08-18 20:05:10
2022-08-18-53379599,4439,2022-08-18 20:05:24
2022-08-18-53379599,4493,2022-08-18 20:05:37
2022-08-18-53379599,4603,2022-08-18 20:05:51
2022-08-18-53379599,4788,2022-08-18 20:06:07
2022-08-18-53379599,4788,2022-08-18 20:07:01
2022-08-18-53379599,4924,2022-08-18 20:07:26
2022-08-18-53379599,4975,2022-08-18 20:08:25
2022-08-18-53379599,5170,2022-08-18 20:08:38
2022-08-18-53379599,5170,2022-08-18 20:08:46
2022-08-18-53379599,5170,2022-08-18 20:09:26
2022-08-18-53379599,5309,2022-08-18 20:09:40
2022-08-18-53379599,5475,2022-08-18 20:09:55
2022-08-18-53379599,5587,2022-08-18 20:10:05
2022-08-18-53379599,5799,2022-08-18 20:10:26
2022-08-18-53379599,5913,2022-08-18 20:10:36
2022-08-18-53379599,6083,2022-08-18 20:10:52
2022-08-18-53379599,6102,2022-08-18 20:11:50
2022-08-18-53379599,6284,2022-08-18 20:12:39
2022-08-18-53379599,6476,2022-08-18 20:12:54
2022-08-18-53379599,6589,2022-08-18 20:13:07
2022-08-18-53379599,6748,2022-08-18 20:13:22
2022-08-18-53379599,6780,2022-08-18 20:13:39
2022-08-18-53379599,6780,2022-08-18 20:14:19
2022-08-18-53379599,6830,2022-08-18 20:14:37
2022-08-18-53379599,7079,2022-08-18 20:14:51
2022-08-18-53379599,7079,2022-08-18 20:15:01
2022-08-18-53379599,7079,2022-08-18 20:15:26
2022-08-18-53379599,7143,2022-08-18 20:16:20
2022-08-18-53379599,7195,2022-08-18 20:16:34
2022-08-18-53379599,7315,2022-08-18 20:16:50
2022-08-18-53379599,7483,2022-08-18 20:17:08
2022-08-18-53379599,7724,2022-08-18 20:17:21
2022-08-18-53379599,7724,2022-08-18 20:17:33
2022-08-18-53379599,7724,2022-08-18 20:18:27
2022-08-18-53379599,7724,2022-08-18 20:19:09
2022-08-18-53379599,7724,2022-08-18 20:19:26
2022-08-18-53379599,7724,2022-08-18 20:20:25
2022-08-18-53379599,7881,2022-08-18 20:21:07
2022-08-18-53379599,8152,2022-08-18 20:21:27
2022-08-18-53379599,8582,2022-08-18 20:21:52
2022-08-18-53379599,8882,2022-08-18 20:22:08
2022-08-18-53379599,9126,2022-08-18 20:22:23
2022-08-18-53379599,9430,2022-08-18 20:22:38
2022-08-18-53379599,9771,2022-08-18 20:22:57
2022-08-18-53379599,9975,2022-08-18 20:23:07
2022-08-18-53379599,10261,2022-08-18 20:23:22
2022-08-18-53379599,10554,2022-08-18 20:23:37
2022-08-18-53379599,10901,2022-08-18 20:23:52
2022-08-18-53379599,11266,2022-08-18 20:24:07
2022-08-18-53379599,11604,2022-08-18 20:24:22
2022-08-18-53379599,11891,2022-08-18 20:24:37
2022-08-18-53379599,12187,2022-08-18 20:24:52
2022-08-18-53379599,12549,2022-08-18 20:25:12
2022-08-18-53379599,12608,2022-08-18 20:25:20
2022-08-18-53379599,12849,2022-08-18 20:25:39
2022-08-18-53379599,13004,2022-08-18 20:25:49
2022-08-18-53379599,13086,2022-08-18 20:25:54
2022-08-18-53379599,14202,2022-08-18 20:26:57
2022-08-18-53379599,14442,2022-08-18 20:27:07
2022-08-18-53379599,14924,2022-08-18 20:27:27
2022-08-18-53379599,15263,2022-08-18 20:27:42
2022-08-18-53379599,15490,2022-08-18 20:27:52
2022-08-18-53379599,15830,2022-08-18 20:28:07
2022-08-18-53379599,16155,2022-08-18 20:28:22
2022-08-18-53379599,16470,2022-08-18 20:28:37
2022-08-18-53379599,16880,2022-08-18 20:28:57
2022-08-18-53379599,17075,2022-08-18 20:29:07
2022-08-18-53379599,17355,2022-08-18 20:29:22
2022-08-18-53379599,17680,2022-08-18 20:29:37
2022-08-18-53379599,17973,2022-08-18 20:29:52
2022-08-18-53379599,18374,2022-08-18 20:30:12
2022-08-18-53379599,18702,2022-08-18 20:30:27
2022-08-18-53379599,18811,2022-08-18 20:30:32
2022-08-18-53379599,19215,2022-08-18 20:30:52
2022-08-18-53379599,19579,2022-08-18 20:31:07
2022-08-18-53379599,19928,2022-08-18 20:31:27
2022-08-18-53379599,19999,2022-08-18 20:31:36
2022-08-18-53379599,20061,2022-08-18 20:31:50
2022-08-18-53379599,20104,2022-08-18 20:32:03
2022-08-18-53379599,20104,2022-08-18 20:32:56
2022-08-18-53379599,20104,2022-08-18 20:33:55
2022-08-18-53379599,20104,2022-08-18 20:34:54
2022-08-18-53379599,20104,2022-08-18 20:35:53
2022-08-18-53379599,20104,2022-08-18 20:36:13
2022-08-18-53379599,20104,2022-08-18 20:36:52
2022-08-18-53379599,20230,2022-08-18 20:37:08
2022-08-18-53379599,20459,2022-08-18 20:37:22
2022-08-18-53379599,20772,2022-08-18 20:37:37
2022-08-18-53379599,21145,2022-08-18 20:37:53
2022-08-18-53379599,21449,2022-08-18 20:38:07
2022-08-18-53379599,21935,2022-08-18 20:38:27
2022-08-18-53379599,22189,2022-08-18 20:38:37
2022-08-18-53379599,22569,2022-08-18 20:38:52
2022-08-18-53379599,22909,2022-08-18 20:39:07
2022-08-18-53379599,23225,2022-08-18 20:39:22
2022-08-18-53379599,23554,2022-08-18 20:39:38
2022-08-18-53379599,23990,2022-08-18 20:39:57
2022-08-18-53379599,24272,2022-08-18 20:40:08
2022-08-18-53379599,24648,2022-08-18 20:40:22
2022-08-18-53379599,25151,2022-08-18 20:40:42
2022-08-18-53379599,25374,2022-08-18 20:40:52
2022-08-18-53379599,25843,2022-08-18 20:41:12
2022-08-18-53379599,26077,2022-08-18 20:41:22
2022-08-18-53379599,26484,2022-08-18 20:41:42
2022-08-18-53379599,26677,2022-08-18 20:41:52
2022-08-18-53379599,27053,2022-08-18 20:42:08
2022-08-18-53379599,27382,2022-08-18 20:42:22
2022-08-18-53379599,27750,2022-08-18 20:42:37
2022-08-18-53379599,28126,2022-08-18 20:42:52
2022-08-18-53379599,28884,2022-08-18 20:43:22
2022-08-18-53379599,29280,2022-08-18 20:43:38
2022-08-18-53379599,29730,2022-08-18 20:43:57
2022-08-18-53379599,29999,2022-08-18 20:44:07
2022-08-18-53379599,30403,2022-08-18 20:44:22
2022-08-18-53379599,30765,2022-08-18 20:44:37
2022-08-18-53379599,31333,2022-08-18 20:44:57
2022-08-18-53379599,31603,2022-08-18 20:45:07
2022-08-18-53379599,32033,2022-08-18 20:45:22
2022-08-18-53379599,32433,2022-08-18 20:45:37
2022-08-18-53379599,32569,2022-08-18 20:45:42
2022-08-18-53379599,33368,2022-08-18 20:46:12
2022-08-18-53379599,33635,2022-08-18 20:46:22
2022-08-18-53379599,34028,2022-08-18 20:46:37
2022-08-18-53379599,34444,2022-08-18 20:46:52
2022-08-18-53379599,34863,2022-08-18 20:47:07
2022-08-18-53379599,35277,2022-08-18 20:47:22
2022-08-18-53379599,35704,2022-08-18 20:47:37
2022-08-18-53379599,36136,2022-08-18 20:47:52
2022-08-18-53379599,36556,2022-08-18 20:48:07
2022-08-18-53379599,36977,2022-08-18 20:48:22
2022-08-18-53379599,37539,2022-08-18 20:48:42
2022-08-18-53379599,37958,2022-08-18 20:48:57
2022-08-18-53379599,38267,2022-08-18 20:49:08
2022-08-18-53379599,38684,2022-08-18 20:49:23
2022-08-18-53379599,39076,2022-08-18 20:49:37
2022-08-18-53379599,39495,2022-08-18 20:49:52
2022-08-18-53379599,39945,2022-08-18 20:50:08
2022-08-18-53379599,40341,2022-08-18 20:50:22
2022-08-18-53379599,40804,2022-08-18 20:50:38
2022-08-18-53379599,41347,2022-08-18 20:50:57
2022-08-18-53379599,41630,2022-08-18 20:51:07
2022-08-18-53379599,42052,2022-08-18 20:51:22
2022-08-18-53379599,42611,2022-08-18 20:51:42
2022-08-18-53379599,42779,2022-08-18 20:51:48
2022-08-18-53379599,43307,2022-08-18 20:52:07
2022-08-18-53379599,43727,2022-08-18 20:52:22
2022-08-18-53379599,44140,2022-08-18 20:52:37
2022-08-18-53379599,44481,2022-08-18 20:52:52
2022-08-18-53379599,44824,2022-08-18 20:53:07
2022-08-18-53379599,45174,2022-08-18 20:53:22
2022-08-18-53379599,45490,2022-08-18 20:53:38
2022-08-18-53379599,45848,2022-08-18 20:53:54
2022-08-18-53379599,46212,2022-08-18 20:54:08
2022-08-18-53379599,46654,2022-08-18 20:54:24
2022-08-18-53379599,47043,2022-08-18 20:54:38
2022-08-18-53379599,47467,2022-08-18 20:54:54
2022-08-18-53379599,47858,2022-08-18 20:55:08
2022-08-18-53379599,48306,2022-08-18 20:55:24
2022-08-18-53379599,48695,2022-08-18 20:55:38
2022-08-18-53379599,49113,2022-08-18 20:55:53
2022-08-18-53379599,49542,2022-08-18 20:56:09
2022-08-18-53379599,49776,2022-08-18 20:56:18
2022-08-18-53379599,50304,2022-08-18 20:56:38
2022-08-18-53379599,50723,2022-08-18 20:56:53
2022-08-18-53379599,51130,2022-08-18 20:57:08
2022-08-18-53379599,51574,2022-08-18 20:57:24
2022-08-18-53379599,51955,2022-08-18 20:57:38
2022-08-18-53379599,52361,2022-08-18 20:57:53
2022-08-18-53379599,52774,2022-08-18 20:58:09
2022-08-18-53379599,53134,2022-08-18 20:58:23
2022-08-18-53379599,53497,2022-08-18 20:58:38
2022-08-18-53379599,53898,2022-08-18 20:58:53
2022-08-18-53379599,54157,2022-08-18 20:59:03
2022-08-18-53379599,54700,2022-08-18 20:59:24
2022-08-18-53379599,55067,2022-08-18 20:59:38
2022-08-18-53379599,55475,2022-08-18 20:59:53
2022-08-18-53379599,55862,2022-08-18 21:00:08
2022-08-18-53379599,56294,2022-08-18 21:00:24
2022-08-18-53379599,56683,2022-08-18 21:00:38
2022-08-18-53379599,57109,2022-08-18 21:00:54
2022-08-18-53379599,57511,2022-08-18 21:01:09
2022-08-18-53379599,57882,2022-08-18 21:01:23
2022-08-18-53379599,58322,2022-08-18 21:01:39
2022-08-18-53379599,58669,2022-08-18 21:01:54
2022-08-18-53379599,59018,2022-08-18 21:02:09
2022-08-18-53379599,59244,2022-08-18 21:02:19
2022-08-18-53379599,59621,2022-08-18 21:02:39
2022-08-18-53379599,59867,2022-08-18 21:02:53
2022-08-18-53379599,60159,2022-08-18 21:03:08
2022-08-18-53379599,60480,2022-08-18 21:03:24
2022-08-18-53379599,60826,2022-08-18 21:03:38
2022-08-18-53379599,61228,2022-08-18 21:03:53
2022-08-18-53379599,61582,2022-08-18 21:04:08
2022-08-18-53379599,61790,2022-08-18 21:04:18
2022-08-18-53379599,62235,2022-08-18 21:04:38
2022-08-18-53379599,62612,2022-08-18 21:04:53
2022-08-18-53379599,62954,2022-08-18 21:05:08
2022-08-18-53379599,63315,2022-08-18 21:05:24
2022-08-18-53379599,63437,2022-08-18 21:05:29
2022-08-18-53379599,63993,2022-08-18 21:05:53
2022-08-18-53379599,64228,2022-08-18 21:06:04
2022-08-18-53379599,64634,2022-08-18 21:06:24
2022-08-18-53379599,65321,2022-08-18 21:06:38
2022-08-18-53379599,65650,2022-08-18 21:06:54
2022-08-18-53379599,65833,2022-08-18 21:07:09
2022-08-18-53379599,65943,2022-08-18 21:07:22
2022-08-18-53379599,66076,2022-08-18 21:07:39
2022-08-18-53379599,66222,2022-08-18 21:07:52
2022-08-18-53379599,66392,2022-08-18 21:08:07
2022-08-18-53379599,66645,2022-08-18 21:08:18
2022-08-18-53379599,66645,2022-08-18 21:08:32
2022-08-18-53379599,66645,2022-08-18 21:08:47
2022-08-18-53379599,66645,2022-08-18 21:09:07
2022-08-18-53379599,66645,2022-08-18 21:09:12
2022-08-18-53379599,66665,2022-08-18 21:10:04
2022-08-18-53379599,66734,2022-08-18 21:10:22
2022-08-18-53379599,66847,2022-08-18 21:10:35
2022-08-18-53379599,66887,2022-08-18 21:11:31
2022-08-18-53379599,66940,2022-08-18 21:11:46
2022-08-18-53379599,67217,2022-08-18 21:12:12
2022-08-18-53379599,67217,2022-08-18 21:13:03
2022-08-18-53379599,67217,2022-08-18 21:13:32
2022-08-18-53379599,67217,2022-08-18 21:13:58
2022-08-18-53379599,67264,2022-08-18 21:14:18
2022-08-18-53379599,67307,2022-08-18 21:15:10
2022-08-18-53379599,67307,2022-08-18 21:15:20
2022-08-18-53379599,67496,2022-08-18 21:15:53
2022-08-18-53379599,67496,2022-08-18 21:16:50
2022-08-18-53379599,67496,2022-08-18 21:17:13
2022-08-18-53379599,67496,2022-08-18 21:17:50
2022-08-18-53379599,67496,2022-08-18 21:18:18
2022-08-18-53379599,67496,2022-08-18 21:18:49
2022-08-18-53379599,67496,2022-08-18 21:19:12
2022-08-18-53379599,67540,2022-08-18 21:20:09
2022-08-18-53379599,67540,2022-08-18 21:20:12
2022-08-18-53379599,67705,2022-08-18 21:21:12
2022-08-18-53379599,67762,2022-08-18 21:21:18
2022-08-18-53379599,68014,2022-08-18 21:21:36
2022-08-18-53379599,68014,2022-08-18 21:21:53
2022-08-18-53379599,68014,2022-08-18 21:22:29
2022-08-18-53379599,68014,2022-08-18 21:22:45
2022-08-18-53379599,68014,2022-08-18 21:23:12
2022-08-18-53379599,68014,2022-08-18 21:23:13
2022-08-18-53379599,68062,2022-08-18 21:23:48
2022-08-18-53379599,68094,2022-08-18 21:24:14
2022-08-18-53379599,68094,2022-08-18 21:24:45
2022-08-18-53379599,68342,2022-08-18 21:25:22
2022-08-18-53379599,68342,2022-08-18 21:25:29
2022-08-18-53379599,68342,2022-08-18 21:26:17
2022-08-18-53379599,68342,2022-08-18 21:26:27
2022-08-18-53379599,68357,2022-08-18 21:26:49
2022-08-18-53379599,68409,2022-08-18 21:27:05
2022-08-18-53379599,68515,2022-08-18 21:27:35
2022-08-18-53379599,68531,2022-08-18 21:27:46
2022-08-18-53379599,68563,2022-08-18 21:27:58
2022-08-18-53379599,68841,2022-08-18 21:29:37
2022-08-18-53379599,68918,2022-08-18 21:29:53
2022-08-18-53379599,68940,2022-08-18 21:30:50
2022-08-18-53379599,68986,2022-08-18 21:31:35
2022-08-18-53379599,69265,2022-08-18 21:31:53
2022-08-18-53379599,69265,2022-08-18 21:32:04
2022-08-18-53379599,69265,2022-08-18 21:32:13
2022-08-18-53379599,69265,2022-08-18 21:32:31
2022-08-18-53379599,69265,2022-08-18 21:32:53
2022-08-18-53379599,69341,2022-08-18 21:33:08
2022-08-18-53379599,69395,2022-08-18 21:33:24
2022-08-18-53379599,69458,2022-08-18 21:33:54
2022-08-18-53379599,69464,2022-08-18 21:34:43
2022-08-18-53379599,69492,2022-08-18 21:35:42
2022-08-18-53379599,69545,2022-08-18 21:36:24
2022-08-18-53379599,69679,2022-08-18 21:36:33
2022-08-18-53379599,69679,2022-08-18 21:36:49
2022-08-18-53379599,69679,2022-08-18 21:37:01
2022-08-18-53379599,69679,2022-08-18 21:37:31
2022-08-18-53379599,69679,2022-08-18 21:37:56
2022-08-18-53379599,69679,2022-08-18 21:38:28
2022-08-18-53379599,69865,2022-08-18 21:38:56
2022-08-18-53379599,69872,2022-08-18 21:38:57
2022-08-18-53379599,69909,2022-08-18 21:39:54
2022-08-18-53379599,70174,2022-08-18 21:40:26
2022-08-18-53379599,70174,2022-08-18 21:40:31
2022-08-18-53379599,70174,2022-08-18 21:40:46
2022-08-18-53379599,70399,2022-08-18 21:41:05
2022-08-18-53379599,70399,2022-08-18 21:41:25
2022-08-18-53379599,70399,2022-08-18 21:41:31
2022-08-18-53379599,70470,2022-08-18 21:42:21
2022-08-18-53379599,70648,2022-08-18 21:42:39
2022-08-18-53379602,130,2022-08-18 20:41:08
2022-08-18-53379602,485,2022-08-18 20:41:26
2022-08-18-53379602,485,2022-08-18 20:41:33
2022-08-18-53379602,505,2022-08-18 20:41:54
2022-08-18-53379602,555,2022-08-18 20:42:03
2022-08-18-53379602,670,2022-08-18 20:42:23
2022-08-18-53379602,925,2022-08-18 20:42:38
2022-08-18-53379602,1065,2022-08-18 20:42:48
2022-08-18-53379602,1115,2022-08-18 20:43:39
2022-08-18-53379602,1235,2022-08-18 20:43:55
2022-08-18-53379602,1290,2022-08-18 20:44:05
2022-08-18-53379602,1345,2022-08-18 20:44:24
2022-08-18-53379602,1545,2022-08-18 20:44:38
2022-08-18-53379602,1810,2022-08-18 20:44:53
2022-08-18-53379602,2010,2022-08-18 20:45:09
2022-08-18-53379602,2244,2022-08-18 20:45:20
2022-08-18-53379602,2329,2022-08-18 20:45:42
2022-08-18-53379602,2444,2022-08-18 20:45:54
2022-08-18-53379602,2635,2022-08-18 20:46:12
2022-08-18-53379602,2665,2022-08-18 20:46:17
2022-08-18-53379602,2916,2022-08-18 20:46:28
2022-08-18-53379602,2916,2022-08-18 20:46:50
2022-08-18-53379602,3217,2022-08-18 20:47:12
2022-08-18-53379602,3267,2022-08-18 20:47:23
2022-08-18-53379602,3447,2022-08-18 20:47:38
2022-08-18-53379602,3617,2022-08-18 20:47:53
2022-08-18-53379602,3928,2022-08-18 20:48:09
2022-08-18-53379602,3928,2022-08-18 20:48:27
2022-08-18-53379602,4124,2022-08-18 20:48:32
2022-08-18-53379602,4124,2022-08-18 20:48:56
2022-08-18-53379602,4139,2022-08-18 20:49:54
2022-08-18-53379602,4189,2022-08-18 20:50:11
2022-08-18-53379602,4284,2022-08-18 20:50:24
2022-08-18-53379602,4499,2022-08-18 20:50:40
2022-08-18-53379602,4644,2022-08-18 20:50:55
2022-08-18-53379602,4843,2022-08-18 20:51:10
2022-08-18-53379602,5170,2022-08-18 20:51:21
2022-08-18-53379602,5170,2022-08-18 20:51:53
2022-08-18-53379602,5230,2022-08-18 20:52:06
2022-08-18-53379602,5450,2022-08-18 20:52:27
2022-08-18-53379602,5640,2022-08-18 20:52:41
2022-08-18-53379602,5810,2022-08-18 20:52:56
2022-08-18-53379602,5860,2022-08-18 20:53:07
2022-08-18-53379602,6045,2022-08-18 20:53:22
2022-08-18-53379602,6165,2022-08-18 20:53:39
2022-08-18-53379602,6170,2022-08-18 20:54:37
2022-08-18-53379602,6284,2022-08-18 20:55:05
2022-08-18-53379602,6344,2022-08-18 20:55:38
2022-08-18-53379602,6404,2022-08-18 20:55:45
2022-08-18-53379602,6559,2022-08-18 20:56:26
2022-08-18-53379602,6754,2022-08-18 20:56:41
2022-08-18-53379602,6814,2022-08-18 20:56:49
2022-08-18-53379602,6879,2022-08-18 20:57:56
2022-08-18-53379602,6999,2022-08-18 20:58:07
2022-08-18-53379602,7079,2022-08-18 20:58:12
2022-08-18-53379602,7149,2022-08-18 20:58:38
2022-08-18-53379602,7269,2022-08-18 20:58:47
2022-08-18-53379602,7299,2022-08-18 20:59:24
2022-08-18-53379602,7309,2022-08-18 20:59:41
2022-08-18-53379602,7494,2022-08-18 20:59:56
2022-08-18-53379602,7594,2022-08-18 21:00:08
2022-08-18-53379602,7724,2022-08-18 21:00:16
2022-08-18-53379602,7724,2022-08-18 21:01:14
2022-08-18-53379602,7769,2022-08-18 21:02:25
2022-08-18-53379602,8019,2022-08-18 21:02:39
2022-08-18-53379602,8259,2022-08-18 21:02:54
2022-08-18-53379602,8539,2022-08-18 21:03:09
2022-08-18-53379602,8894,2022-08-18 21:03:25
2022-08-18-53379602,9204,2022-08-18 21:03:40
2022-08-18-53379602,9424,2022-08-18 21:03:50
2022-08-18-53379602,9909,2022-08-18 21:04:11
2022-08-18-53379602,10329,2022-08-18 21:04:26
2022-08-18-53379602,10689,2022-08-18 21:04:40
2022-08-18-53379602,11119,2022-08-18 21:04:55
2022-08-18-53379602,11549,2022-08-18 21:05:10
2022-08-18-53379602,11939,2022-08-18 21:05:25
2022-08-18-53379602,12169,2022-08-18 21:05:35
2022-08-18-53379602,12589,2022-08-18 21:05:55
2022-08-18-53379602,12909,2022-08-18 21:06:10
2022-08-18-53379602,13234,2022-08-18 21:06:25
2022-08-18-53379602,13884,2022-08-18 21:06:54
2022-08-18-53379602,14294,2022-08-18 21:07:07
2022-08-18-53379602,14779,2022-08-18 21:07:22
2022-08-18-53379602,15244,2022-08-18 21:07:37
2022-08-18-53379602,15674,2022-08-18 21:07:53
2022-08-18-53379602,16089,2022-08-18 21:08:07
2022-08-18-53379602,16479,2022-08-18 21:08:22
2022-08-18-53379602,16849,2022-08-18 21:08:37
2022-08-18-53379602,17334,2022-08-18 21:08:57
2022-08-18-53379602,17604,2022-08-18 21:09:07
2022-08-18-53379602,17884,2022-08-18 21:09:17
2022-08-18-53379602,18439,2022-08-18 21:09:37
2022-08-18-53379602,18854,2022-08-18 21:09:52
2022-08-18-53379602,19269,2022-08-18 21:10:07
2022-08-18-53379602,19689,2022-08-18 21:10:22
2022-08-18-53379602,20084,2022-08-18 21:10:37
2022-08-18-53379602,20519,2022-08-18 21:10:52
2022-08-18-53379602,20954,2022-08-18 21:11:07
2022-08-18-53379602,21434,2022-08-18 21:11:23
2022-08-18-53379602,21869,2022-08-18 21:11:38
